"id","user_id","created","updated","category_id","deleted","demo_mode","index","price","select_as_default","status","title"
60726,436,1613063662,1719406250,81504,0,0,0,0.0,0,Active,Normal Bun
60727,436,1613063662,1719406250,81504,0,0,0,25.0,0,Active,Water Box
60728,436,1613063662,1719406250,81504,0,0,0,30.0,0,Active,San Pelegrino
60729,436,1613065176,1719406232,81504,0,0,0,0.0,0,Active,Normal Bun
60730,436,1613065176,1719406232,81504,0,0,0,35.0,0,Active,"Seasoned Fries(V,VG)"
60731,436,1613065178,1719406232,81504,0,0,0,60.0,0,Active,"Smokey BBQ Tofu (V,VG)"
60732,436,1613065178,1719406232,81504,0,0,0,55.0,0,Active,"Chocolate Orange Mousse (V,VG)"
60733,436,1613065178,1719406232,81504,0,0,0,60.0,0,Active,"Matcha Cheesecake (V,VG)"
60734,436,1613065178,1719406232,81504,0,0,0,55.0,0,Active,"Raspberry Mousse (V,VG)"
60735,436,1613065178,1719406232,81504,0,0,0,40.0,0,Active,"Fresh Slaw with Mint& Mango (V,VG)"
60736,436,1613065178,1719406232,81504,0,0,0,60.0,0,Active,"Coconut Cheesecake (V,VG)"
60737,436,1613065179,1719406232,81504,0,0,0,20.0,0,Active,"Green Goddess Sauce(V,VG)"
60738,436,1613065179,1719406232,81504,0,0,0,20.0,0,Active,"Real Chilli Mayo(V,VG)"
60739,436,1613065179,1719406232,81504,0,0,0,65.0,0,Active,"Chocolate&Vanilla Cheesecake(V,VG)"
60740,436,1613065180,1719406232,81504,0,0,0,55.0,0,Active,"Mango Lassi (V,VG)"
60741,436,1613065180,1719406232,81504,0,0,0,35.0,0,Active,"Raspberry Lemonade (V,VG)"
60742,436,1613065181,1719406232,81504,0,0,0,25.0,0,Active,Coca Cola Zero
60743,436,1613065181,1719406232,81504,0,0,0,35.0,0,Active,"Lemon & Thyme (V,VG)"
60744,436,1613065180,1719406232,81504,0,0,0,20.0,0,Active,"Burger Sauce(V,VG)"
60745,436,1613065180,1719406232,81504,0,0,0,55.0,0,Active,"Chocolate Shake (V,VG)"
60746,436,1613065181,1719406232,81504,0,0,0,30.0,0,Active,San Pelegrino
60747,436,1613065181,1719406232,81504,0,0,0,25.0,0,Active,Coca Cola
60748,436,1613065181,1719406232,81504,0,0,0,25.0,0,Active,Water Box
60749,436,1613065181,1719406232,81504,0,0,0,35.0,0,Active,Organic Pilsner
60750,436,1613065208,1719406232,81504,0,0,0,35.0,0,Active,Organic Pilsner
60751,436,1613065992,1719406232,81504,0,0,0,40.0,0,Active,"Fresh Slaw with Mint&Mango(V,VG)"
60752,436,1613065992,1719406232,81504,0,0,0,35.0,0,Active,"Seasoned Fries(V,VG)"
60753,436,1613065992,1719406232,81504,0,0,0,60.0,0,Active,"Smokey BBQ Tofu(V,VG)"
60754,436,1613065992,1719406232,81504,0,0,0,20.0,0,Active,"Green Goddess Sauce(V,VG)"
60755,436,1613065992,1719406232,81504,0,0,0,0.0,0,Active,Normal Bun
60756,436,1613065993,1719406232,81504,0,0,0,60.0,0,Active,"Coconut Cheesecake (V,VG)"
60757,436,1613065993,1719406232,81504,0,0,0,20.0,0,Active,"Real Chilli Mayo(V,VG)"
60758,436,1613065993,1719406232,81504,0,0,0,55.0,0,Active,"Chocolate Orange Mousse (V,VG)"
60759,436,1613065993,1719406232,81504,0,0,0,60.0,0,Active,"Matcha Cheesecake (V,VG)"
60760,436,1613065993,1719406232,81504,0,0,0,20.0,0,Active,"Burger Sauce (V,VG)"
60761,436,1613065993,1719406232,81504,0,0,0,55.0,0,Active,"Raspberry Mousse (V,VG)"
60762,436,1613065995,1719406232,81504,0,0,0,65.0,0,Active,"Chocolate&Vanilla Cheesecake (V,VG)"
60763,436,1613065995,1719406232,81504,0,0,0,35.0,0,Active,"Raspberry Lemonade (V,VG)"
60764,436,1613065995,1719406232,81504,0,0,0,35.0,0,Active,"Lemon Ginger & Thyme (V,VG)"
60765,436,1613065995,1719406232,81504,0,0,0,55.0,0,Active,"Mango Lassi (V,VG)"
60766,436,1613065995,1719406232,81504,0,0,0,25.0,0,Active,Coca Cola
60767,436,1613065995,1719406232,81504,0,0,0,55.0,0,Active,"Chocolate Shake (V,VG)"
60768,436,1613065995,1719406232,81504,0,0,0,25.0,0,Active,Coca Cola Zero
60769,436,1613065996,1719406232,81504,0,0,0,30.0,0,Active,San Pelegrino
60770,436,1613065995,1719406232,81504,0,0,0,25.0,0,Active,Water Box
60771,436,1613065996,1719406232,81504,0,0,0,35.0,0,Active,Organic Pilsner
60772,436,1613066474,1719406232,81504,0,0,0,0.0,0,Active,Normal Bun
60773,436,1613066474,1719406232,81504,0,0,0,35.0,0,Active,"Seasoned Fries (V,VG)"
60774,436,1613066476,1719406232,81504,0,0,0,20.0,0,Active,"Green Goddess Sauce (V,VG)"
60775,436,1613066476,1719406232,81504,0,0,0,40.0,0,Active,"Fresh Slaw with Mint&Mango(V,VG)"
60776,436,1613066476,1719406232,81504,0,0,0,20.0,0,Active,"Burger Sauce (V,VG)"
60777,436,1613066476,1719406232,81504,0,0,0,60.0,0,Active,"Smokey BBQ Tofu (V,VG)"
60778,436,1613066476,1719406232,81504,0,0,0,20.0,0,Active,"Real Chilli Mayo (V,VG)"
60779,436,1613066476,1719406232,81504,0,0,0,55.0,0,Active,"Mango Lassi (V,VG)"
60780,436,1613066477,1719406232,81504,0,0,0,55.0,0,Active,"Chocolate Shake (V,VG)"
60781,436,1613066477,1719406232,81504,0,0,0,35.0,0,Active,"Lemon Ginger & Thyme (V,VG)"
60782,436,1613066477,1719406232,81504,0,0,0,35.0,0,Active,"Raspberry Lemonade (V,VG)"
60783,436,1613066478,1719406232,81504,0,0,0,25.0,0,Active,Water Box
60784,436,1613066478,1719406232,81504,0,0,0,30.0,0,Active,San Pelegrino
60785,436,1613066478,1719406232,81504,0,0,0,55.0,0,Active,"Raspberry Mousse (V,VG)"
60786,436,1613066478,1719406232,81504,0,0,0,35.0,0,Active,Organic Pilsner
60787,436,1613066478,1719406232,81504,0,0,0,25.0,0,Active,Coca Cola Zero
60788,436,1613066478,1719406232,81504,0,0,0,25.0,0,Active,Coca Cola
60789,436,1613066479,1719406232,81504,0,0,0,60.0,0,Active,"Coconut Cheesecake (V,VG)"
60790,436,1613066478,1719406232,81504,0,0,0,55.0,0,Active,"Chocolate Orange Mousse (V,VG)"
60791,436,1613066479,1719406232,81504,0,0,0,65.0,0,Active,Chocolate&Vanilla Cheesecake
60792,436,1613066479,1719406232,81504,0,0,0,60.0,0,Active,"Matcha Cheesecake (V,VG)"
61326,436,1613995910,1719406232,81504,0,0,0,0.0,0,Active,"The Garden (V,VG)"
61327,436,1613995910,1719406232,81504,0,0,0,0.0,0,Active,"The Rudimental(V,VG)"
61328,436,1613995910,1719406232,81504,0,0,0,0.0,0,Active,"The Classic(V,VG)"
61462,423,1614718161,1719406232,81506,0,0,0,20.0,0,Active,"Ris, suppe og brød"
61512,671,1614782898,1719406232,81506,0,0,0,0.0,0,Active,Lille
61552,423,1614895751,1719406232,61551,0,0,0,0.0,1,Active,"Normal Bun (V, VG)"
61553,423,1614895785,1719406232,61551,0,0,0,15.0,0,Active,"Gluten Free Bun (V,VG)"
61555,423,1614895849,1719406232,61554,0,0,0,15.0,0,Active,Extra cheese
61556,423,1614895870,1719406232,61554,0,0,0,15.0,0,Active,Extra Tomato chili relish
61557,423,1614895886,1719406232,61554,0,0,0,15.0,0,Active,Extra red onion marmelade
61559,423,1614895947,1719406232,61558,0,0,0,0.0,1,Active,Green Goddess Sauce
61560,423,1614895962,1719406232,61558,0,0,0,0.0,0,Active,Real Chill Mayo
61561,423,1614895978,1719406232,61558,0,0,0,0.0,0,Active,Burger Sauce
61563,423,1614896063,1719406232,61562,0,0,0,35.0,0,Active,"Seasoned Fries (V,VG)"
61564,423,1614896083,1719406232,61562,0,0,0,60.0,0,Active,"Smokey BBQ Tofu (V,VG)"
61565,423,1614896103,1719406232,61562,0,0,0,40.0,0,Active,"Fresh Slaw with Mint & Mango (V,VG)"
61567,423,1614896235,1719406232,61566,0,0,0,10.0,0,Active,The Real Deal
61568,423,1614896247,1719406232,61566,0,0,0,0.0,0,Active,The Classic
61569,423,1614896265,1719406232,61566,0,0,0,0.0,0,Active,The Rudimental
61570,423,1614896289,1719406232,61566,0,0,0,0.0,0,Active,The Garden
61572,423,1614896667,1719406232,61571,0,0,0,20.0,0,Active,"Green Goddess Sauce (V,VG)"
61573,423,1614896678,1719406232,61571,0,0,0,20.0,0,Active,"Real Chilli Mayo (V,VG)"
61574,423,1614896695,1719406232,61571,0,0,0,20.0,0,Active,"Burger Sauce (V,VG)"
61576,423,1614896769,1719406232,61575,0,0,0,55.0,0,Active,"Raspberry Mousse (V,VG)"
61577,423,1614896788,1719406232,61575,0,0,0,60.0,0,Active,"Coconut Cheesecake (V,VG)"
61578,423,1614896804,1719406232,61575,0,0,0,60.0,0,Active,"Matcha Cheesecake (V,VG)"
61579,423,1614896822,1719406232,61575,0,0,0,65.0,0,Active,"Chocolate & Vanilla Cheesecake (V,VG)"
61581,423,1614896875,1719406232,61580,0,0,0,50.0,0,Active,"Chocolate Shake (V,VG)"
61582,423,1614896894,1719406232,61580,0,0,0,50.0,0,Active,"Mango Lassi (V,VG)"
61583,423,1614896914,1719406232,61580,0,0,0,35.0,0,Active,"Raspberry Lemonade (V,VG)"
61584,423,1614896940,1719406232,61580,0,0,0,35.0,0,Active,"Lemon.Lime, Cucumber & Mint lemonade(V,VG)"
61585,423,1614896954,1719406232,61580,0,0,0,25.0,0,Active,"Coca Cola 0,3"
61586,423,1614896976,1719406232,61580,0,0,0,25.0,0,Active,"Coca Cola Zero 0,3"
61587,423,1614897013,1719406232,61580,0,0,0,25.0,0,Active,"Water Box 0,5"
61588,423,1614897034,1719406232,61580,0,0,0,30.0,0,Active,"San Pelegrino 0,25"
61713,423,1615118273,1719406211,61712,0,0,0,0.0,0,Active,Classic Pork Bao
61714,423,1615118300,1719406211,61712,0,0,0,0.0,0,Active,Bulgogi Beef Bao
61715,423,1615118321,1719406211,61712,0,0,0,0.0,0,Active,Crispy Chicken Bao
61716,423,1615118339,1719406211,61712,0,0,0,0.0,0,Active,"Vegan Bao (V, VG)"
61717,423,1615118378,1719406211,61712,0,0,0,0.0,0,Active,Shrimp Fry Bao
61718,423,1615118404,1719406211,61712,0,0,0,0.0,0,Active,Tornado Pork Boa
61719,423,1615118438,1719406211,61712,0,0,0,0.0,0,Active,Teriyaki duck bao
61721,423,1615118540,1719406211,61720,0,0,0,15.0,0,Active,Hjemmelavet Tartarsauce
61722,423,1615118555,1719406211,61720,0,0,0,10.0,0,Active,Hjemmelavet chilimayo
61723,423,1615118576,1719406211,61720,0,0,0,10.0,0,Active,Hjemmelavet citronsoya
61724,423,1615118623,1719406211,61720,0,0,0,10.0,0,Active,Hjemmelavet peanutsauce
61728,423,1615118903,1719406211,61727,0,0,0,0.0,1,Active,"Edamamebønner (V, VG)"
61729,423,1615118944,1719406211,61727,0,0,0,20.0,0,Active,"Vegan Gyoza (V, VG)"
61731,423,1615119409,1719406211,61730,0,0,0,0.0,1,Active,"Morsel Signature Noodle Bowl (V, VG)"
61732,423,1615119419,1719406211,61730,0,0,0,0.0,0,Active,Japanese Curry Rice Bowl
61742,423,1615120229,1719406211,61741,0,0,0,20.0,0,Active,Braiseret pork
61743,423,1615120256,1719406211,61741,0,0,1,20.0,0,Active,Bulgogi Beef
61744,423,1615120275,1719406211,61741,0,0,4,25.0,0,Active,Tornado pork
61745,423,1615120290,1719406211,61741,0,0,3,20.0,0,Active,"2 Shrimps"
61817,423,1615327955,1719406211,61816,0,0,0,0.0,0,Active,Crispy Chicken Bao
61818,423,1615327974,1719406211,61816,0,0,0,0.0,0,Active,Bulgogi Beef Bao
61819,423,1615327988,1719406211,61816,0,0,0,0.0,0,Active,Classic Pork Bao
61820,423,1615328027,1719406211,61816,0,0,0,0.0,0,Active,Tornado Pork Bao
61821,423,1615328039,1719406211,61816,0,0,0,0.0,0,Active,Shrimp Fry Bao
61822,423,1615328055,1719406211,61816,0,0,0,0.0,0,Active,"Vegan Bao (V, VG)"
61823,423,1615328070,1719406211,61816,0,0,0,0.0,0,Active,Teriyaki duck bao
61825,423,1615328116,1719406211,61824,0,0,0,0.0,0,Active,Shrimp Tempura (3 stk)
61826,423,1615328132,1719406211,61824,0,0,0,0.0,0,Active,Golden Wonton (3 stk)
61827,423,1615328148,1719406211,61824,0,0,0,0.0,0,Active,Morsel Nuggets (6 stk)
61828,423,1615328167,1719406211,61824,0,0,0,0.0,0,Active,"Salted Edamame (V, VG)"
61829,423,1615328270,1719406211,61824,0,0,0,20.0,0,Active,"Vegan Gyoza (5 stk) (V, VG)"
61830,423,1615328309,1719406211,61824,0,0,0,20.0,0,Active,Chicken Gyoza (5 stk)
61832,423,1615328408,1719406211,61831,0,0,1,20.0,0,Active,Fried Chicken Rice Bowl
61833,423,1615328473,1719406211,61831,0,0,0,0.0,1,Active,"Signature noodle bowl (V, VG)"
61834,423,1615328489,1719406211,61831,0,0,2,30.0,0,Active,Teriyaki Duck Rice Bowl
61872,423,1615395870,1724042951,61871,0,0,0,30.0,0,Active,Rodfritter m mayo
61874,423,1615395995,1722852979,61871,0,0,0,25.0,0,Active,Plantbøf
61875,423,1615396018,1719406211,61873,0,0,0,15.0,0,Active,Portobello
61876,423,1615396039,1719406211,61873,0,0,0,10.0,0,Active,Smeltet Ost
61877,423,1615396070,1719406211,61873,0,0,0,10.0,0,Active,Aubergine
61878,423,1615396101,1719406211,61873,0,0,0,5.0,0,Active,Syltet Rødløg
61906,423,1615477204,1719406211,61905,0,0,0,0.0,1,Active,Small
61907,423,1615477216,1719406211,61905,0,0,0,20.0,0,Active,Large
61910,423,1615478648,1719406211,61909,0,0,0,0.0,1,Active,Small
61911,423,1615478659,1719406211,61909,0,0,0,10.0,0,Active,Large
61913,423,1615478904,1719406211,61912,0,0,0,25.0,0,Active,Mango Lassi
61914,423,1615478930,1719406211,61912,0,0,0,25.0,0,Active,Banana with Vanilla Lassi
61917,423,1615479814,1719406211,61916,0,0,0,0.0,0,Active,Vegan
61918,423,1615479829,1719406211,61916,0,0,0,0.0,0,Active,Vegetarian
61996,456,1615838749,1719406211,61990,0,0,0,0.0,1,Active,"1 Stk. Kyllingefilet"
61997,456,1615838762,1719406211,61990,0,0,0,0.0,0,Active,"1 Stk. Kyllingelår"
61998,456,1615838785,1719406211,61990,0,0,0,0.0,0,Active,"5 STk. Kyllingevinger"
61999,456,1615838864,1719406211,61990,0,0,0,10.0,0,Active,"2 stk. Kyllingepyd"
62000,456,1615838917,1719406211,61990,0,0,0,25.0,0,Active,Rotisserie: Halv kylling
62004,456,1615839207,1719406211,61991,0,0,0,0.0,0,Active,Bulgur med chili
62005,456,1615839219,1719406211,61991,0,0,1,0.0,0,Active,Bulgur uden chili
62010,456,1615839616,1719406211,62009,0,0,1,27.0,0,Active,"2 stk."
62012,456,1615839773,1719406211,62009,0,0,0,0.0,1,Active,"1 stk."
62014,456,1615840909,1719406211,62013,0,0,0,0.0,1,Active,"1 stk."
62015,456,1615840964,1719406211,62013,0,0,0,26.0,0,Active,"2 stk."
62019,456,1615841089,1719406211,62016,0,0,0,0.0,1,Active,"5 stk."
62020,456,1615841106,1719406211,62016,0,0,0,30.0,0,Active,"10 stk."
62021,456,1615841174,1719406211,62017,0,0,0,0.0,1,Active,"1 stk."
62022,456,1615841210,1719406211,62017,0,0,1,18.0,0,Active,"2 stk."
62023,456,1615841223,1719406211,62018,0,0,0,0.0,0,Active,Halv
62024,456,1615841236,1719406211,62018,0,0,0,40.0,0,Active,Hel
62034,456,1615891758,1719406211,62033,0,0,0,0.0,1,Active,Lille
62035,456,1615891782,1719406211,62033,0,0,0,15.0,0,Active,Stor
62038,456,1615892203,1719406211,62037,0,0,0,0.0,1,Active,Ovnstegte kartofler
62039,456,1615892219,1719406211,62037,0,0,0,0.0,0,Active,Flødekartofler
62044,456,1615901238,1719406211,62043,0,0,0,0.0,0,Active,Bulgar med chili
62045,456,1615901261,1719406211,62043,0,0,1,0.0,0,Active,Bulgar uden chili
62046,456,1615901282,1719406211,62043,0,0,2,0.0,0,Active,Pasta Med pesto
62047,456,1615901301,1719406211,62043,0,0,3,0.0,0,Active,Pasta med Karry
62048,456,1615901335,1719406211,62043,0,0,4,0.0,0,Active,Kidney Bønner
62049,456,1615901378,1719406211,62043,0,0,7,0.0,0,Active,Tunmousse
62050,456,1615901399,1719406211,62043,0,0,21,0.0,0,Active,Rødbeder
62051,456,1615901436,1719406211,62043,0,0,10,0.0,0,Active,Kikærter
62052,456,1615901450,1719406211,62043,0,0,17,0.0,0,Active,Broccoli
62053,456,1615901463,1719406211,62043,0,0,18,0.0,0,Active,Artiskok
62054,456,1615901480,1719406211,62043,0,0,8,0.0,0,Active,Tzatziki
62055,456,1615901497,1719406211,62043,0,0,16,0.0,0,Active,Hummus
62056,456,1615901513,1719406211,62043,0,0,5,0.0,0,Active,Spinat
62057,456,1615901524,1719406211,62043,0,0,6,0.0,0,Active,Nudler
62058,456,1615901564,1719406211,62043,0,0,14,0.0,0,Active,Spicy gulerodssalat
62059,456,1615901583,1719406211,62031,0,0,0,0.0,0,Active,Bulgar med chili
62060,456,1615901591,1719406211,62031,0,0,1,0.0,0,Active,Bulgar uden chili
62061,456,1615901604,1719406211,62031,0,0,2,0.0,0,Active,Pasta Med pesto
62062,456,1615901617,1719406211,62031,0,0,3,0.0,0,Active,Pasta med Karry
62063,456,1615901625,1719406211,62031,0,0,11,0.0,0,Active,Kidney Bønner
62064,456,1615901635,1719406211,62031,0,0,5,0.0,0,Active,Tunmousse
62065,456,1615901646,1719406211,62031,0,0,9,0.0,0,Active,Rødbeder
62066,456,1615901655,1719406211,62031,0,0,7,0.0,0,Active,Kikærter
62067,456,1615901667,1719406211,62031,0,0,6,0.0,0,Active,Broccoli
62068,456,1615901688,1719406211,62031,0,0,23,0.0,0,Active,Artiskok
62069,456,1615901709,1719406211,62031,0,0,22,0.0,0,Active,Tzatziki
62070,456,1615901723,1719406211,62031,0,0,21,0.0,0,Active,Hummus
62071,456,1615901732,1719406211,62031,0,0,12,0.0,0,Active,Spinat
62072,456,1615901748,1719406211,62031,0,0,4,0.0,0,Active,Nudler
62073,456,1615901757,1719406211,62031,0,0,10,0.0,0,Active,Spicy gulerodssalat
62074,456,1615901814,1719406189,61991,0,0,2,0.0,0,Active,Pasta Med pesto
62075,456,1615901830,1719406189,61991,0,0,3,0.0,0,Active,Pasta med Karry
62076,456,1615901838,1719406189,61991,0,0,14,0.0,0,Active,Kidney Bønner
62077,456,1615901846,1719406189,61991,0,0,11,0.0,0,Active,Tunmousse
62078,456,1615901853,1719406189,61991,0,0,15,0.0,0,Active,Rødbeder
62079,456,1615901861,1719406189,61991,0,0,25,0.0,0,Active,Kikærter
62080,456,1615901869,1719406189,61991,0,0,12,0.0,0,Active,Broccoli
62081,456,1615901877,1719406189,61991,0,0,23,0.0,0,Active,Artiskok
62082,456,1615901886,1719406189,61991,0,0,10,0.0,0,Active,Tzatziki
62083,456,1615901894,1719406189,61991,0,0,13,0.0,0,Active,Hummus
62084,456,1615901902,1719406189,61991,0,0,7,0.0,0,Active,Spinat
62085,456,1615901911,1719406189,61991,0,0,5,0.0,0,Active,Nudler
62086,456,1615901920,1719406189,61991,0,0,22,0.0,0,Active,Spicy gulerodssalat
62118,456,1615927308,1719406189,62117,0,0,0,0.0,0,Active,Kylling og kalvebacon
62119,456,1615927318,1719406189,62117,0,0,1,0.0,0,Active,Den græske
62120,456,1615927335,1719406189,62117,0,0,2,0.0,0,Active,Den italienske
62121,456,1615927427,1719406189,62117,0,0,3,0.0,0,Active,Tunmousse
62233,456,1616010102,1719406189,62117,0,0,0,0.0,0,Active,Kylling og avocado
62272,456,1616097278,1719406189,61991,0,0,6,0.0,0,Active,Feta
62273,456,1616097309,1719406189,61991,0,0,21,0.0,0,Active,Spidskålssalat
62274,456,1616097322,1719406189,61991,0,0,20,0.0,0,Active,Grønkålssalat
62275,456,1616097353,1719406189,61991,0,0,19,0.0,0,Active,Munkbønnesalat
62276,456,1616097372,1719406189,61991,0,0,24,0.0,0,Active,Avocadosalat
62277,456,1616097383,1719406189,61991,0,0,4,0.0,0,Inactive,Bønnemix
62278,456,1616097409,1719406189,61991,0,0,17,0.0,0,Inactive,Rødkålssalat
62279,456,1616097424,1719406189,61991,0,0,16,0.0,0,Inactive,Hvedekernesalat
62280,456,1616097457,1719406189,61991,0,0,9,0.0,0,Inactive,Aubergine Salat
62281,456,1616097469,1719406189,61991,0,0,8,0.0,0,Active,Kartoffel Salat
62282,456,1616097486,1719406189,61991,0,0,18,0.0,0,Inactive,Hvidkål med Linser
62283,456,1616097683,1719406189,62031,0,0,8,0.0,0,Active,Feta
62284,456,1616097697,1719406189,62031,0,0,20,0.0,0,Active,Spidskålssalat
62285,456,1616097719,1719406189,62031,0,0,19,0.0,0,Active,Grønkålssalat
62286,456,1616097732,1719406189,62031,0,0,18,0.0,0,Active,Munkbønnesalat
62287,456,1616097752,1719406189,62031,0,0,17,0.0,0,Active,Avocadosalat
62288,456,1616097770,1719406189,62031,0,0,16,0.0,0,Inactive,Bønnemix
62289,456,1616097791,1719406189,62031,0,0,15,0.0,0,Inactive,Rødkålssalat
62290,456,1616097811,1719406189,62031,0,0,14,0.0,0,Inactive,Aubergine Salat
62291,456,1616097861,1719406189,62031,0,0,13,0.0,0,Active,Kartoffel Salat
62292,456,1616097881,1719406189,62031,0,0,24,0.0,0,Inactive,Hvidkål med Linser
62293,456,1616098003,1719406189,62043,0,0,15,0.0,0,Active,Feta
62294,456,1616098025,1719406189,62043,0,0,19,0.0,0,Active,Spidskålssalat
62295,456,1616098038,1719406189,62043,0,0,13,0.0,0,Active,Grønkålssalat
62296,456,1616098052,1719406189,62043,0,0,12,0.0,0,Active,Munkbønnesalat
62297,456,1616098069,1719406189,62043,0,0,20,0.0,0,Active,Avocadosalat
62298,456,1616098087,1719406189,62043,0,0,11,0.0,0,Inactive,Bønnemix
62299,456,1616098100,1719406189,62043,0,0,9,0.0,0,Inactive,Rødkålssalat
62300,456,1616098125,1719406189,62043,0,0,22,0.0,0,Inactive,Hvedekernesalat
62301,456,1616098145,1719406189,62043,0,0,23,0.0,0,Inactive,Aubergine Salat
62302,456,1616098166,1719406189,62043,0,0,24,0.0,0,Active,Kartoffel Salat
62303,456,1616098185,1719406189,62043,0,0,25,0.0,0,Inactive,Hvidkål med Linser
62327,456,1616104991,1719406189,62313,0,0,0,0.0,0,Active,Mild
62328,456,1616105002,1719406189,62313,0,0,0,0.0,0,Active,Medium
62329,456,1616105011,1719406189,62313,0,0,0,0.0,0,Active,Stærk
62351,456,1616105643,1719406189,62350,0,0,0,0.0,0,Active,Medium
62352,456,1616105665,1719406189,62350,0,0,0,0.0,0,Active,Stærk
62391,456,1616107875,1719406189,62390,0,0,0,0.0,0,Active,Plain
62392,456,1616107914,1719406189,62390,0,0,0,3.0,0,Active,w/ garlic
62393,456,1616107937,1719406189,62390,0,0,0,6.0,0,Active,w/ butter
62394,456,1616107965,1719406189,62390,0,0,0,6.0,0,Active,w/ almonds (mandler)
62437,456,1616109461,1719406189,62436,0,0,0,0.0,0,Active,Kyllingestykker
62438,456,1616109472,1719406189,62436,0,0,0,0.0,0,Active,Oksestykker
62439,456,1616109539,1719406189,62436,0,0,0,20.0,0,Active,Seafood
62671,423,1616452964,1719406189,62670,0,0,0,0.0,0,Active,En glas
62672,423,1616453032,1719406189,62670,0,0,0,240.0,0,Active,en flaske
62674,423,1616457256,1719406189,62673,0,0,0,0.0,0,Active,Burger
62675,423,1616457268,1719406189,62673,0,0,0,0.0,0,Active,Pizza
62723,417,1616544041,1719406189,62722,0,0,0,0.0,0,Active,Pepsi
62724,417,1616544049,1719406189,62722,0,0,0,0.0,0,Active,Pepsi MAX
62725,417,1616544057,1719406189,62722,0,0,0,0.0,0,Active,Faxe Kondi
